,state,city,isThereAuth,count
2796,,East McKeesport,,11
2797,PA,Canonsburd,False,10
2798,,Mercier,False,10
2799,,North  York,False,10
2800,,Sturgeon,False,10
2801,,Auburn Twp,,10
2802,QC,Mercier,,10
2803,,Laveen,True,10
2804,AB,Rocky View No. 44,False,10
2805,AZ,Gelndale,False,10
2806,QC,Mercier,False,10
2807,,Canonsburd,False,10
2808,NV,Nellis Air Force Base,,10
2809,,Gelndale,False,10
2810,OH,Auburn Twp,,10
2811,,Rocky View No. 44,False,10
2812,OH,Middleburg Heights,True,10
2813,NV,Nellis Air Force Base,False,10
2814,QC,Dorval,True,10
2815,PA,Sewickley,True,10
2816,,Mercier,,10
2817,ON,North  York,,10
2818,,Malton,False,10
2819,PA,Rillton,False,10
2820,,Mt. Holly,,10
2821,,Baie-d'Urfe,,10
2822,FL,Hudson,False,10
2823,AZ,Gelndale,,10
2824,AZ,Laveen,True,10
2825,,Gelndale,,10
2826,ON,North  York,False,10
2827,,Sewickley,True,10
2828,FL,Hudson,,10
2829,,Mahomet,True,10
2830,IL,Mahomet,True,10
2831,,Malton,,10
2832,,Missisauga,True,10
2833,QC,Beauharnois,,10
2834,,Canonsburd,,10
2835,PA,Sturgeon,False,10
2836,ON,Missisauga,True,10
2837,,Nellis Air Force Base,False,10
2838,ON,Malton,False,10
2839,PA,Sturgeon,,10
2840,,Rillton,False,10
2841,,Dorval,True,10
2842,PA,Rillton,,10
2843,,Rillton,,10
2844,,Middleburg Heights,True,10
2845,ON,Malton,,10
2846,,Nellis Air Force Base,,10
2847,NC,charlotte,True,10
2848,,North  York,,10
2849,,Mt. Holly,False,10
2850,PA,Canonsburd,,10
2851,OH,Auburn Twp,False,10
2852,QC,Baie-d'Urfe,,10
2853,,Beauharnois,,10
2854,FL,,,10
2855,NC,Mt. Holly,,10
2856,QC,Beauharnois,False,10
2857,NC,Mt. Holly,False,10
2858,,Beauharnois,False,10
2859,FL,,False,10
2860,,charlotte,True,10
2861,,Sturgeon,,10
2862,,Auburn Twp,False,10
2863,,Napierville,False,9
2864,,Sainte-Thérèse-de-Blainville,False,9
2865,PA,Pitcairn,,9
2866,PA,McMurray,True,9
2867,,Fisher,,9
2868,,verdun,,9
2869,,Harwick,False,9
2870,,Mount Holly,True,9
2871,,Baie-d'Urfe,False,9
2872,,Pitcairn,,9
2873,,Salaberry-de-Valleyfield,,9
2874,ON,Oak Ridges,False,9
2875,,Tolono,,9
2876,,Sainte-Thérèse-de-Blainville,,9
2877,QC,verdun,False,9
2878,VA,Moseley,False,9
2879,IL,Fisher,,9
2880,ON,Oak Ridges,,9
2881,,Moseley,False,9
2882,,Blue Diamond,True,9
2883,PA,Irwin,True,9
2884,,Bradford West Gwillimbury,True,9
2885,OH,Oakwood Village,,9
2886,PA,Pitcairn,False,9
2887,QC,Salaberry-de-Valleyfield,False,9
2888,OH,Gates Mills,True,9
2889,QC,Bois-des-Filion,False,9
2890,PA,Harwick,,9
2891,,Georgetown,True,9
2892,,Fisher,False,9
2893,OH,Oakwood Village,False,9
2894,OH,Toronto,False,9
2895,,Napierville,,9
2896,QC,verdun,,9
2897,IL,Tolono,False,9
2898,,Oakwood Village,False,9
2899,PA,Harwick,False,9
2900,,McMurray,True,9
2901,NC,Denver,True,9
2902,,Bois-des-Filion,False,9
2903,,Wadsworth,True,9
2904,NV,Blue Diamond,True,9
2905,,Denver,True,9
2906,QC,Hampstead,,9
2907,,Gates Mills,True,9
2908,OH,Chardon,True,9
2909,QC,Bois-des-Filion,,9
2910,,Pitcairn,False,9
2911,QC,Napierville,,9
2912,,Moseley,,9
2913,IL,Fisher,False,9
2914,QC,Baie-d'Urfe,False,9
2915,OH,Toronto,,9
2916,,Tolono,False,9
2917,ON,Bradford West Gwillimbury,True,9
2918,QC,Sainte-Thérèse-de-Blainville,False,9
2919,ON,Georgetown,True,9
2920,,Hampstead,False,9
2921,,Oak Ridges,,9
2922,WI,DeForest,True,9
2923,,Bois-des-Filion,,9
2924,IL,Tolono,,9
2925,,Oak Ridges,False,9
2926,NC,Mount Holly,True,9
2927,QC,Napierville,False,9
2928,,verdun,False,9
2929,VA,,,9
2930,,Oakwood Village,,9
2931,VA,Moseley,,9
2932,,Salaberry-de-Valleyfield,False,9
2933,,Mount Horeb,True,9
2934,WI,Mount Horeb,True,9
2935,,Irwin,True,9
2936,OH,Wadsworth,True,9
2937,,Harwick,,9
2938,,DeForest,True,9
2939,,Chardon,True,9
2940,,Hampstead,,9
2941,QC,Sainte-Thérèse-de-Blainville,,9
2942,VA,,False,9
2943,QC,Hampstead,False,9
2944,QC,Salaberry-de-Valleyfield,,9
2945,,Moon,True,8
2946,XWY,Leeds,,8
2947,NY,Mooers,False,8
2948,OH,Concord Township,,8
2949,NY,Mooers,,8
2950,,Mooers,False,8
2951,AB,Alberta,,8
2952,,Concord Township,,8
2953,PA,Mckeesport,False,8
2954,NC,Wesley Chapel,True,8
2955,,Leeds,False,8
2956,,King City,True,8
2957,XWY,,,8
2958,,Val-Morin,,8
2959,,Mooers,,8
2960,,Mayfield Village,True,8
2961,,Wesley Chapel,True,8
2962,XWY,Leeds,False,8
2963,,Bay Village,True,8
2964,,Regent Square,,8
2965,,Montéal,,8
2966,PA,North Huntingdon,True,8
2967,QC,Rawdon,,8
2968,,Montéal,False,8
2969,PA,springdale,,8
2970,OH,Concord Township,False,8
2971,PA,Mckeesport,,8
2972,ON,King City,True,8
2973,,Savoy,True,8
2974,QC,Montéal,,8
2975,ON,Whtiby,False,8
2976,QC,Ormstown,,8
2977,,Alberta,False,8
2978,ON,ETOBICOKE,,8
2979,QC,Val-Morin,False,8
2980,,solon,,8
2981,,Omaha,,8
2982,,Mckeesport,,8
2983,TX,,True,8
2984,,Lake Park,,8
2985,TX,Dallas,True,8
2986,QC,Rawdon,False,8
2987,,Richmond Hts,,8
2988,,Warrensville Heights,True,8
2989,,Omaha,False,8
2990,,Val-Morin,False,8
2991,OH,Richmond Hts,False,8
2992,AB,Alberta,False,8
2993,QC,Ormstown,False,8
2994,OH,Mayfield Village,True,8
2995,,Alberta,,8
2996,IL,Savoy,True,8
2997,NE,,False,8
2998,ON,Whtiby,,8
2999,NE,Omaha,,8
3000,,ETOBICOKE,False,8
3001,,Ormstown,False,8
3002,QC,Montéal,False,8
3003,,ETOBICOKE,,8
3004,OH,Willoughby Hills,True,8
3005,ON,ETOBICOKE,False,8
3006,,Richmond Hts,False,8
3007,,Mckeesport,False,8
3008,,Whtiby,False,8
3009,AB,Sainte-Adèle,,8
3010,,Concord Township,False,8
3011,,Rawdon,,8
3012,,Lake Park,False,8
3013,,Rawdon,False,8
3014,PA,Regent Square,,8
3015,,Montréal-West,False,8
3016,OH,Bay Village,True,8
3017,PA,Moon,True,8
3018,,Montréal-West,,8
3019,,Whtiby,,8
3020,QC,Montréal-West,,8
3021,OH,Warrensville Heights,True,8
3022,QC,Montréal-West,False,8
3023,,Willoughby Hills,True,8
3024,QC,Val-Morin,,8
3025,,North Huntingdon,True,8
3026,,Dallas,True,8
3027,NE,Omaha,False,8
3028,OH,solon,,8
3029,,springdale,,8
3030,,Leeds,,8
3031,NC,Lake Park,False,8
3032,OH,Richmond Hts,,8
3033,NE,,,8
3034,NC,Lake Park,,8
3035,XWY,,False,8
3036,,Ormstown,,8
3037,QC,Hemmingford,False,7
3038,,Hemmingford,False,7
3039,QC,Westmount,True,7
3040,,Montreal-Ouest,False,7
3041,QC,Montreal-Ouest,False,7
3042,,Lancaster,False,7
3043,,Spring Hill City View,False,7
3044,OH,Peninsula,True,7
3045,,Saintt-Bruno-de-Montarville,False,7
3046,PA,Buena Vista,,7
3047,ON,AGINCOURT,,7
3048,,Villa Grove,False,7
3049,AB,Sainte-Adèle,False,7
3050,,Holland Landing,False,7
3051,QC,Prévost,,7
3052,,springdale,False,7
3053,PA,Edgewood,False,7
3054,,Mount Lebanon,True,7
3055,,AGINCOURT,False,7
3056,,Ross,False,7
3057,,Hemmingford,,7
3058,NC,Mattews,False,7
3059,OH,Cuyahoga Fls,False,7
3060,QC,Montreal-Ouest,,7
3061,QC,Saintt-Bruno-de-Montarville,False,7
3062,OH,Cuyahoga Fls,,7
3063,SC,Clover,True,7
3064,,Mount Oliver,,7
3065,ON,AGINCOURT,False,7
3066,,Holland Landing,,7
3067,,Spartanburg,,7
3068,QC,Saint-Charles-Borromee,,7
3069,PA,Spring Hill City View,,7
3070,PA,Ross,,7
3071,PA,Buena Vista,False,7
3072,,Cuyahoga Fls,,7
3073,,Saintt-Bruno-de-Montarville,,7
3074,AR,,,7
3075,AR,,False,7
3076,,Prévost,,7
3077,AR,Monticello,False,7
3078,PA,Mount Oliver,False,7
3079,,Edgewood,False,7
3080,QC,Bedford,False,7
3081,QC,Vaudreuil-Dorion,True,7
3082,,Hiram,,7
3083,SC,Spartanburg,False,7
3084,ON,Holland Landing,False,7
3085,,Clover,True,7
3086,PA,Arnold,True,7
3087,,Saint-Charles-Borromee,False,7
3088,,Saint-Charles-Borromee,,7
3089,NC,Mattews,,7
3090,,Ross,,7
3091,,Bedford Hts.,False,7
3092,PA,Edgewood,,7
3093,QC,Saint-Charles-Borromee,False,7
3094,QC,Longueuil,True,7
3095,AR,Monticello,,7
3096,OH,Bedford Hts.,False,7
3097,ON,Holland Landing,,7
3098,OH,Bedford Hts.,,7
3099,,Peninsula,True,7
3100,,Lancaster,,7
3101,OH,Hiram,,7
3102,,Mattews,,7
3103,PA,Regent Square,False,7
3104,SC,Lancaster,False,7
3105,,Edgewood,,7
3106,,Mount Oliver,False,7
3107,SC,Spartanburg,,7
3108,,Hiram,False,7
3109,,Montreal-Ouest,,7
3110,IL,Villa Grove,,7
3111,,Villa Grove,,7
3112,PA,Mount Oliver,,7
3113,,Spring Hill City View,,7
3114,QC,Hemmingford,,7
3115,,Longueuil,True,7
3116,QC,Saintt-Bruno-de-Montarville,,7
3117,OH,Hiram,False,7
3118,,Vaudreuil-Dorion,True,7
3119,,Westmount,True,7
3120,PA,Spring Hill City View,False,7
3121,,Spartanburg,False,7
3122,,Bedford Hts.,,7
3123,SC,Lancaster,,7
3124,,Mattews,False,7
3125,IL,Villa Grove,False,7
3126,,Arnold,True,7
3127,,Buena Vista,,7
3128,PA,West View,True,7
3129,,West View,True,7
3130,,Cuyahoga Fls,False,7
3131,PA,Ross,False,7
3132,,Buena Vista,False,7
3133,PA,springdale,False,7
3134,,Regent Square,False,7
3135,QC,Bedford,,7
3136,PA,Mount Lebanon,True,7
3137,,AGINCOURT,,7
3138,,Sunrise Manor,,6
3139,IL,Monticello,True,6
3140,,Ross Township,True,6
3141,OH,LaGrange,,6
3142,,Lachenaie,,6
3143,OH,Sheffield Village,True,6
3144,SC,Lake Wylie,True,6
3145,,Charlemagne,False,6
3146,,West Elizabeth,,6
3147,QC,Lachenaie,,6
3148,QC,Charlemagne,,6
3149,QC,Sainte-Therese,False,6
3150,,Saint-Jean-Sur-Richelieu,False,6
3151,PA,Ambridge,True,6
3152,,Charlemagne,,6
3153,QC,Saint-Jean-Sur-Richelieu,False,6
3154,,Dollard-des Ormeaux,True,6
3155,QC,Huntingdon,,6
3156,PA,West Elizabeth,,6
3157,,Lindale,False,6
3158,QC,Charlemagne,False,6
3159,PA,West Elizabeth,False,6
3160,,Saint-Jean-Sur-Richelieu,,6
3161,QC,Huntingdon,False,6
3162,QC,Dollard-des Ormeaux,True,6
3163,QC,Prévost,False,6
3164,,LaGrange,False,6
3165,,LaGrange,,6
3166,AZ,Queen Creek,True,6
3167,,McFarland,True,6
3168,OH,Lindale,False,6
3169,QC,Chatauguay,,6
3170,NV,Sunrise Manor,,6
3171,,Queen Creek,True,6
3172,WI,McFarland,True,6
3173,,Sainte-Therese,,6
3174,,Sheffield Village,True,6
3175,OH,Lindale,,6
3176,,Huntingdon,False,6
3177,,THORNHILL,,6
3178,,Chatauguay,,6
3179,,Lachenaie,False,6
3180,ON,THORNHILL,,6
3181,PA,Ross Township,True,6
3182,ON,THORNHILL,False,6
3183,OH,solon,False,6
3184,,Prévost,False,6
3185,,West Elizabeth,False,6
3186,QC,Saint-Jean-Sur-Richelieu,,6
3187,QC,Chatauguay,False,6
3188,,Ambridge,True,6
3189,,Sainte-Therese,False,6
3190,,Lindale,,6
3191,OH,LaGrange,False,6
3192,,THORNHILL,False,6
3193,QC,Lachenaie,False,6
3194,,Monticello,True,6
3195,QC,Sainte-Therese,,6
3196,,Lake Wylie,True,6
3197,,solon,False,6
3198,,Chatauguay,False,6
3199,,Huntingdon,,6
3200,QC,Beaconsfield,True,5
3201,,Clairton,True,5
3202,NV,Enterprise,True,5
3203,QC,Saint-Léonard,True,5
3204,,Île-des-Soeurs,False,5
3205,QC,Oka,False,5
3206,,Alburg,False,5
3207,IL,Tuscola,True,5
3208,ON,Centre Island,,5
3209,ON,Streetsville,False,5
3210,,Cote Saint-Luc,False,5
3211,OH,Bainbridge,True,5
3212,AZ,Laveen Village,True,5
3213,,South Las Vegas,True,5
3214,,Oka,,5
3215,,De l'Eglise,False,5
3216,,Bainbridge,True,5
3217,,Oka,False,5
3218,PA,Pleasant Hills,True,5
3219,,Enterprise,True,5
3220,QC,Chertsey,False,5
3221,,Moreland Hills,True,5
3222,,Sunrise Manor,False,5
3223,ON,Caledon Village,False,5
3224,VT,,False,5
3225,,University Heights,True,5
3226,QC,Oka,,5
3227,,Streetsville,,5
3228,,Saint-Léonard,True,5
3229,VT,Alburg,,5
3230,,Caledon Village,False,5
3231,,Pleasant Hills,True,5
3232,QC,Saint-Basile-Le-Grand,False,5
3233,,Noyan,False,5
3234,,Alburg,,5
3235,,Centre Island,,5
3236,ON,Agincourt,,5
3237,,Crescent,False,5
3238,NV,Sunrise Manor,False,5
3239,,Agincourt,False,5
3240,,Tuscola,True,5
3241,,Île-des-Soeurs,,5
3242,,Toronto Scarborough,,5
3243,ON,Toronto Scarborough,False,5
3244,QC,De l'Eglise,,5
3245,,Beaconsfield,True,5
3246,OH,Woodmere Village,True,5
3247,QC,Saint-Basile-Le-Grand,,5
3248,,Agincourt,,5
3249,QC,Chertsey,,5
3250,ON,Caledon Village,,5
3251,QC,Noyan,False,5
3252,,Cote Saint-Luc,,5
3253,,Crescent,,5
3254,OH,Moreland Hills,True,5
3255,QC,Noyan,,5
3256,,Noyan,,5
3257,QC,Cote Saint-Luc,,5
3258,QC,Sainte-Marthe,False,5
3259,NV,South Las Vegas,True,5
3260,PA,Crescent,False,5
3261,,Caledon Village,,5
3262,OH,Tremont,True,5
3263,PA,Clairton,True,5
3264,OH,University Heights,True,5
3265,ON,Centre Island,False,5
3266,,L'assomption,False,5
3267,,Saint-Basile-Le-Grand,False,5
3268,WI,Waunakee,True,5
3269,,Streetsville,False,5
3270,,Centre Island,False,5
3271,,Toronto Scarborough,False,5
3272,,Chertsey,,5
3273,ON,Agincourt,False,5
3274,,L'assomption,,5
3275,QC,De l'Eglise,False,5
3276,,Woodmere Village,True,5
3277,QC,L'assomption,,5
3278,QC,L'assomption,False,5
3279,,Waunakee,True,5
3280,QC,Île-des-Soeurs,,5
3281,VT,,,5
3282,AB,North York,,5
3283,QC,Cote Saint-Luc,False,5
3284,AB,North York,False,5
3285,,Sainte-Marthe,False,5
3286,ON,Streetsville,,5
3287,,Sainte-Marthe,,5
3288,,Laveen Village,True,5
3289,QC,Île-des-Soeurs,False,5
3290,,Tremont,True,5
3291,,Saint-Basile-Le-Grand,,5
3292,,De l'Eglise,,5
3293,PA,Crescent,,5
3294,VT,Alburg,False,5
3295,ON,Toronto Scarborough,,5
3296,,Chertsey,False,5
3297,QC,Sainte-Marthe,,5
3298,,Monterey Park,False,4
3299,QC,Sainte-Madeleine,,4
3300,NC,Lowell,True,4
3301,,Penn Hills,True,4
3302,AZ,Phoenix Valley,False,4
3303,,Saint Leonard,False,4
3304,QC,St-Laurent,,4
3305,,Piedmont,,4
3306,,Concord Twp,,4
3307,,Sainte-Marguerite-du-Lac-Masson,,4
3308,,Bloomfield,False,4
3309,,Saint-Hippolyte,,4
3310,,Sainte-Madeleine,False,4
3311,ON,Oakridges,,4
3312,QC,Baie-d'Urfé,False,4
3313,,Venise-en-Québec,,4
3314,,Coteau-du-Lac,False,4
3315,OH,Mentor On the,,4
3316,QC,Coteau-du-Lac,,4
3317,QC,Sainte-Dorothée,,4
3318,,Pointe-Calumet,False,4
3319,,Burton,True,4
3320,,Baie-d'Urfé,False,4
3321,PA,Bloomfield,False,4
3322,QC,Coteau-du-Lac,False,4
3323,QC,Sainte-Madeleine,False,4
3324,QC,Saint-Hippolyte,,4
3325,OH,Munroe Falls,True,4
3326,QC,Venise-en-Québec,False,4
3327,OH,Painesville Township,,4
3328,QC,Saint-Sauveur-des-Monts,False,4
3329,AB,Division No. 6,False,4
3330,,Newbury,True,4
3331,,Cuyahoga Heights,,4
3332,,Palgrave,,4
3333,,Phoenix Valley,False,4
3334,CA,,,4
3335,OH,Perry,,4
3336,QC,Iberville,,4
3337,,Oakridges,False,4
3338,,Mentor On the,,4
3339,PA,Mc Kees Rocks,True,4
3340,,Pointe-Calumet,,4
3341,,Bloomfield,,4
3342,QC,Saint-Jérôme,True,4
3343,,Sainte-Marguerite-du-lac-Masson,False,4
3344,QC,Saint-Sauveur-des-Monts,,4
3345,CA,,False,4
3346,QC,Mont-Royal,True,4
3347,OH,Mentor On the,False,4
3348,QC,Côte-Saint-Luc,,4
3349,ON,Oakridges,False,4
3350,QC,Sainte-Marguerite-du-lac-Masson,False,4
3351,,Cote-Saint-Luc,,4
3352,QC,Saint Leonard,False,4
3353,OH,Painesville Township,False,4
3354,QC,St-Laurent,False,4
3355,QC,Piedmont,,4
3356,,Côte-Saint-Luc,,4
3357,QC,Pointe-Calumet,False,4
3358,,Paw Creek,,4
3359,,Sutersville,False,4
3360,PA,Braddock,True,4
3361,PA,Sutersville,,4
3362,,L'Assomption,,4
3363,QC,Varennes,,4
3364,,Varennes,,4
3365,ON,Palgrave,False,4
3366,QC,Saint-Pierre-de-Véronne-à-Pike-River,False,4
3367,,Mc Kees Rocks,True,4
3368,QC,Baie-d'Urfé,,4
3369,AB,De Winton,False,4
3370,,Saint Leonard,,4
3371,,Garfield Hts,,4
3372,QC,Saint Leonard,,4
3373,OH,Newbury,True,4
3374,,Saint-Pierre-de-Véronne-à-Pike-River,,4
3375,,New Tecumseth,,4
3376,,Brookpark,True,4
3377,,Paradise,True,4
3378,PA,Penn Hills Township,,4
3379,QC,Côte-Saint-Luc,False,4
3380,QC,Saint-Lazare,True,4
3381,QC,Sainte-Marguerite-Esterel,False,4
3382,,Vaudreuil,False,4
3383,QC,Varennes,False,4
3384,PA,Bloomfield,,4
3385,QC,Sainte-Dorothée,False,4
3386,,Côte-Saint-Luc,False,4
3387,WI,Sauk City,True,4
3388,CA,Monterey Park,False,4
3389,,Oakridges,,4
3390,QC,Cote-Saint-Luc,,4
3391,,Sainte-Adèle,True,4
3392,QC,Piedmont,False,4
3393,,Venise-en-Québec,False,4
3394,,Cote-Saint-Luc,False,4
3395,,Munroe Falls,True,4
3396,,Sainte-Dorothée,False,4
3397,,Wilkens Township,False,4
3398,,Saint-Hippolyte,False,4
3399,,Perry,False,4
3400,OH,south Euclid,,4
3401,,Division No. 6,,4
3402,,Lowell,True,4
3403,,De Winton,False,4
3404,PA,Tarentum,True,4
3405,,L'Assomption,False,4
3406,,Saint-Sauveur-des-Monts,False,4
3407,QC,Venise-en-Québec,,4
3408,,Sainte-Marguerite-du-lac-Masson,,4
3409,OH,Garfield Hts,,4
3410,,St-Laurent,False,4
3411,,Valley View,True,4
3412,,Sainte-Dorothée,,4
3413,,Mont-Royal,True,4
3414,,Palgrave,False,4
3415,,Vaudreuil,,4
3416,OH,Brookpark,True,4
3417,OH,Valley View,True,4
3418,AZ,Phoenix Valley,,4
3419,,Penn Hills Township,,4
3420,,Lasalle,True,4
3421,QC,Lasalle,True,4
3422,,Painesville Township,,4
3423,,Sauk City,True,4
3424,PA,Penn Hills,True,4
3425,OH,Burton,True,4
3426,,Sainte-Marguerite-Esterel,False,4
3427,,Concord Twp,False,4
3428,,Saint-Pierre-de-Véronne-à-Pike-River,False,4
3429,,Wilkens Township,,4
3430,PA,Penn Hills Township,False,4
3431,QC,Saint-Hippolyte,False,4
3432,,Port Credit,True,4
3433,,Sainte-Madeleine,,4
3434,QC,Vaudreuil,False,4
3435,,Monterey Park,,4
3436,QC,L'Assomption,,4
3437,,Varennes,False,4
3438,ON,Port Credit,True,4
3439,QC,Saint-Pierre-de-Véronne-à-Pike-River,,4
3440,QC,Cote-Saint-Luc,False,4
3441,QC,Pointe-Calumet,,4
3442,,Iberville,,4
3443,,Tarentum,True,4
3444,NV,Paradise,True,4
3445,OH,south Euclid,False,4
3446,,Cuyahoga Heights,False,4
3447,,Penn Hills Township,False,4
3448,AB,Division No. 6,,4
3449,,Piedmont,False,4
3450,,south Euclid,,4
3451,OH,Concord Twp,,4
3452,QC,Sainte-Marguerite-du-Lac-Masson,,4
3453,OH,Concord Twp,False,4
3454,,Sutersville,,4
3455,ON,New Tecumseth,,4
3456,,Perry,,4
3457,NC,Paw Creek,,4
3458,PA,Wilkens Township,,4
3459,PA,Wilkens Township,False,4
3460,QC,Sainte-Marguerite-du-lac-Masson,,4
3461,QC,L'Assomption,False,4
3462,,Sainte-Marguerite-Esterel,,4
3463,OH,Perry,False,4
3464,,Iberville,False,4
3465,OH,Cuyahoga Heights,False,4
3466,,Sainte-Marguerite-du-Lac-Masson,False,4
3467,ON,New Tecumseth,False,4
3468,NC,Paw Creek,False,4
3469,QC,Iberville,False,4
3470,,Coteau-du-Lac,,4
3471,ON,Palgrave,,4
3472,,Saint-Jérôme,True,4
3473,CA,Monterey Park,,4
3474,,De Winton,,4
3475,,Division No. 6,False,4
3476,PA,Sutersville,False,4
3477,OH,Cuyahoga Heights,,4
3478,,south Euclid,False,4
3479,,Mentor On the,False,4
3480,,St-Laurent,,4
3481,,Saint-Sauveur-des-Monts,,4
3482,,Phoenix Valley,,4
3483,QC,Sainte-Marguerite-Esterel,,4
3484,,Garfield Hts,False,4
3485,QC,Vaudreuil,,4
3486,AB,De Winton,,4
3487,,Baie-d'Urfé,,4
3488,,Painesville Township,False,4
3489,,New Tecumseth,False,4
3490,,Saint-Lazare,True,4
3491,,Paw Creek,False,4
3492,OH,Garfield Hts,False,4
3493,QC,Sainte-Marguerite-du-Lac-Masson,False,4
3494,,Braddock,True,4
3495,QC,Saint-laurent,False,3
3496,PA,North Braddock,,3
3497,,Saint-Sauveur,True,3
3498,XGM,Oldham,False,3
3499,QC,Sainte-Adèle,True,3
3500,,Mont St-hilaire,False,3
3501,QC,Sainte-Geneviève,,3
3502,PA,North Braddock,False,3
3503,,"Laval, Pont Viau",,3
3504,,North Versailles,True,3
3505,QC,Sainte-Adele,True,3
3506,,Clark,False,3
3507,,Midway,,3
3508,,McKeesport,True,3
3509,,Richmond Height,,3
3510,QC,Deux-Montagnes,False,3
3511,IL,Sidney,,3
3512,QC,"Laval, Pont Viau",,3
3513,,Port Vue,False,3
3514,PA,Morgan,,3
3515,,Pointe-aux-Trembles,False,3
3516,,Sainte-Rose,False,3
3517,AZ,Maricopa,False,3
3518,QC,Maple Grove,,3
3519,QC,Farnham,False,3
3520,,Township of Concord,,3
3521,AB,Medicine Hat,False,3
3522,,Lacolle,,3
3523,,Oakmont,True,3
3524,QC,Pointe-aux-Trembles,False,3
3525,QC,St-Jean-sur-Richelieu,False,3
3526,,Sharon,,3
3527,IL,Mansfield,False,3
3528,,Bond Head,,3
3529,,St-Clet,False,3
3530,,Rantoul,True,3
3531,NC,Locust,True,3
3532,QC,McMasterville,,3
3533,BC,Richmond Hill,,3
3534,AL,Calgary,,3
3535,WA,Canonsburg,,3
3536,,Plum Boro,False,3
3537,QC,Deux-Montagnes,,3
3538,,Mayfield,True,3
3539,IL,Sidney,False,3
3540,QC,Ste-Dorothée,,3
3541,QC,Ste-Dorothée,False,3
3542,,Maple Grove,,3
3543,,Brownsburg-Chatham,,3
3544,QC,St. Léonard,False,3
3545,WI,Deerfield,False,3
3546,,GILBERT,True,3
3547,,Pointe-aux-Trembles,,3
3548,QC,Ste-Therese-de-Blainville,False,3
3549,,Sidney,False,3
3550,QC,Lacolle,,3
3551,QC,Belœil,,3
3552,QC,Pointe-aux-Trembles,,3
3553,,Catawba Springs,False,3
3554,,Les Cèdres,False,3
3555,QC,Lavaltrie,,3
3556,,Cross Plains,True,3
3557,,"Chomedey, Laval",False,3
3558,AB,Rocky View County,,3
3559,QC,Saint-Basile-le-Grand,False,3
3560,ON,Sharon,False,3
3561,QC,McMasterville,False,3
3562,OH,Richmond Height,,3
3563,,Somerton,False,3
3564,,Morgan,,3
3565,,Saint-Lambert,True,3
3566,QC,Rosemere,True,3
3567,QC,Maple Grove,False,3
3568,,St-Clet,,3
3569,,St. Léonard,False,3
3570,QC,Sainte-thérèse,False,3
3571,PA,Midway,False,3
3572,,Ste-Dorothée,,3
3573,,Hampton Township,True,3
3574,,Rocky View County,,3
3575,QC,Les Coteaux,False,3
3576,,Ste-Therese-de-Blainville,False,3
3577,,Sainte-Rose,,3
3578,AL,,,3
3579,QC,Belœil,False,3
3580,QC,Brownsburg-Chatham,False,3
3581,,Oldham,,3
3582,OH,Northfield Center Township,False,3
3583,PA,Aliquippa,,3
3584,,Sainte-Geneviève,False,3
3585,QC,Côte Saint-Luc,,3
3586,PA,Morgan,False,3
3587,QC,Ange-Gardien,,3
3588,,Belœil,False,3
3589,OH,Township of Concord,False,3
3590,QC,Sainte-Rose,False,3
3591,,East Pittsburgh,True,3
3592,QC,"Chomedey, Laval",False,3
3593,CON,,,3
3594,AB,Medicine Hat,,3
3595,PA,McKeesport,True,3
3596,,Les Cèdres,,3
3597,NV,Clark,,3
3598,,Catawba Springs,,3
3599,WI,Deerfield,,3
3600,WA,,,3
3601,QC,"Laval, Ste Dorothee",,3
3602,,"Laval, Ste Dorothee",,3
3603,,Midway,False,3
3604,,Godmanchester,False,3
3605,NC,Catawba Springs,,3
3606,,Godmanchester,,3
3607,,Les Coteaux,,3
3608,NC,Catawba Springs,False,3
3609,QC,Sainte-Geneviève,False,3
3610,QC,Saint-Sauveur,True,3
3611,,Saint-Roch-de-l'Achigan,False,3
3612,AZ,Ahwatukee,True,3
3613,QC,Sainte-Rose,,3
3614,,Township of Concord,False,3
3615,,St-Jean-sur-Richelieu,False,3
3616,QC,Lavaltrie,False,3
3617,QC,Mont St-hilaire,False,3
3618,,Wilkinsburg,True,3
3619,PA,Wilkinsburg,True,3
3620,QC,"Laval, Ste Dorothee",False,3
3621,,Rocky View County,False,3
3622,CON,,False,3
3623,,Deux-Montagnes,False,3
3624,AB,Rocky View County,False,3
3625,,Saint-laurent,False,3
3626,,Farnham,,3
3627,CON,Church Cove,,3
3628,,Sainte-Adele,True,3
3629,QC,Saint-laurent,,3
3630,,Sun Praiie,False,3
3631,,Richmond Height,False,3
3632,QC,"Chomedey, Laval",,3
3633,,Northfield Center Township,False,3
3634,PA,Midway,,3
3635,,Lacolle,False,3
3636,,Halton Hills,True,3
3637,,Southeast Calgary,,3
3638,,Mansfield,False,3
3639,AZ,Somerton,False,3
3640,,Maple Grove,False,3
3641,,Port Vue,,3
3642,,Oakland,True,3
3643,,Bolton,True,3
3644,IL,Rantoul,True,3
3645,OH,Township of Concord,,3
3646,,Ange-Gardien,False,3
3647,QC,Montreal-Est,False,3
3648,,Roxboro,False,3
3649,,Saint-Basile-le-Grand,False,3
3650,PA,Moon Township,True,3
3651,,Deux-Montagnes,,3
3652,,Kleinburg,True,3
3653,,Montreal-Est,,3
3654,PA,Aliquippa,False,3
3655,,St-Jean-sur-Richelieu,,3
3656,,Ste-Therese-de-Blainville,,3
